GeneID	GSM8035914	GSM8035915	GSM8035916	GSM8035917	GSM8035918	GSM8035919	GSM8035920	GSM8035921	GSM8035922	GSM8035923	GSM8035924	GSM8035925	GSM8035926	GSM8035927	GSM8035928	GSM8035929	GSM8035930
100287102	11	3	5	1	2	3	2	6	4	0	0	1	1	1	1	0	0
653635	175	151	219	72	99	149	232	333	403	4	4	44	15	27	20	4	12
102466751	3	2	4	0	0	1	0	1	5	0	0	1	1	0	0	0	0
107985730	4	4	5	4	1	1	1	14	9	0	0	0	0	0	0	1	1
100302278	1	1	3	1	0	1	0	3	2	0	0	0	0	0	0	0	0
645520	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	35	31	41	14	15	21	26	66	107	2	1	8	2	2	2	0	2
729737	74	47	90	26	45	91	87	159	157	3	8	50	16	17	8	4	5
102725121	10	2	6	1	5	4	4	6	3	0	0	1	1	0	0	0	0
102723897	218	202	246	109	119	185	264	411	450	5	7	50	18	31	21	9	19
102465909	2	3	4	0	0	2	0	1	0	0	0	1	0	0	0	0	0
107985721	11	10	9	4	0	2	1	26	17	0	0	0	0	0	0	0	1
112268260	13	14	36	11	14	14	39	34	40	0	0	1	0	1	1	0	2
729759	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
100132287	64	38	83	31	36	67	54	127	113	3	2	25	8	7	3	1	2
105378947	1	3	3	1	2	2	3	7	6	0	0	0	0	0	0	0	0
101928626	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
113219467	2017	1934	2682	2934	2627	3370	4932	2637	4024	16	58	293	159	659	405	149	571
81399	2	2	7	1	1	1	3	7	4	0	0	1	0	0	0	0	0
100133331	56	31	65	25	30	52	56	113	108	2	2	15	5	6	2	1	1
107984841	28	14	19	5	9	13	11	68	50	0	0	5	5	0	0	1	0
107984847	34	15	38	10	14	24	25	88	45	1	0	6	3	0	0	0	0
107984849	2	6	4	1	1	2	2	8	5	0	0	0	0	0	0	0	0
100288069	46	19	40	9	14	17	43	88	84	1	1	5	5	7	4	2	1
105378580	34	42	66	15	22	29	6	30	25	1	4	10	5	3	2	1	3
400728	16	13	25	11	11	26	2	15	9	1	2	2	5	7	2	1	3
79854	62	34	44	5	5	13	75	55	49	0	0	3	3	3	1	3	1
643837	1133	1098	1305	558	748	967	736	1219	1336	15	11	132	66	43	18	28	36
107984850	5	6	22	2	2	0	68	8	1	0	0	0	0	0	0	0	0
284593	9	4	6	10	9	7	2	6	6	0	0	1	0	1	0	0	0
284600	80	54	90	31	25	25	109	94	113	0	0	0	0	0	0	0	0
100130417	54	35	61	16	9	4	51	76	79	0	0	0	0	0	0	0	0
107985728	24	18	14	14	3	3	0	6	6	0	0	1	0	0	0	0	0
148398	354	278	423	200	203	273	229	326	402	2	4	49	26	12	18	13	13
26155	3710	3198	4248	2236	2529	3383	2800	3817	4615	37	22	699	312	135	72	129	120
339451	492	332	678	90	109	158	300	337	358	1	1	38	15	5	5	8	0
84069	1	2	2	0	0	1	0	2	0	0	0	5	0	1	0	0	2
84808	3	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0
57801	267	177	366	83	78	150	249	189	246	0	0	0	0	1	1	1	0
9636	363	267	416	318	304	477	350	318	390	18	97	160	34	462	447	70	246
375790	394	324	398	254	150	298	285	384	296	0	0	7	2	1	1	1	2
100288175	26	14	20	3	18	15	37	57	50	0	0	5	2	1	2	2	10
112267874	1	1	3	0	1	2	0	3	4	0	0	1	0	0	0	0	0
105378948	16	10	16	2	10	9	27	41	27	0	0	4	2	1	2	2	8
401934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54991	439	389	578	247	279	442	160	352	369	4	8	91	62	28	17	32	40
254099	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254173	0	0	0	0	0	1	0	1	0	0	2	0	0	4	4	1	3
8784	4	4	4	7	4	17	11	3	13	0	1	0	0	0	0	0	0
7293	12	6	9	1	4	13	1	7	3	0	0	8	3	20	7	0	1
51150	5602	4498	6452	5587	5718	8108	5273	6239	7553	101	95	1140	509	590	381	399	517
126792	2629	2195	3036	1770	1757	2518	2105	2190	2866	20	37	430	212	159	98	97	122
388581	4	3	0	3	0	2	13	1	2	1	0	0	0	4	2	2	0
118424	2651	2531	3382	2034	2010	2935	2614	2362	3039	77	109	647	308	554	339	228	403
101928895	7	7	10	0	2	1	0	14	4	0	0	1	0	0	0	0	0
6339	17	8	30	0	14	12	0	29	27	0	0	1	2	0	0	0	0
116983	1515	997	1697	512	595	641	474	662	763	16	5	130	55	41	12	8	14
102465434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109623456	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
126789	454	437	544	492	537	773	502	537	660	13	38	135	80	164	126	61	80
54973	2332	1905	2825	1498	1447	2308	2131	2796	3686	65	64	473	218	313	168	154	194
102465435	3	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0
80772	1020	1027	1424	987	860	1388	899	1103	1411	18	13	205	118	114	57	38	50
83756	80	33	143	11	22	17	18	58	41	0	0	3	3	2	1	0	1
1855	847	586	891	364	295	512	519	632	532	4	4	57	34	18	17	3	9
102466740	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
54587	177	158	274	82	87	125	1318	1364	1702	0	0	1	3	0	0	0	3
54998	3063	2723	4028	2916	2963	4049	2463	2808	3405	59	371	665	243	1471	1144	430	1249
81669	5654	3568	5910	1702	1924	3494	1187	3738	3529	165	88	1330	586	304	178	182	221
148413	1221	1179	1524	783	872	1096	664	1191	1241	17	55	255	132	158	156	84	135
55052	2812	2239	2945	2279	2081	2687	1556	1968	2244	40	169	301	118	749	722	164	648
107984868	0	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0
441869	2	5	16	3	0	1	0	6	3	0	0	0	0	0	0	0	0
105378585	2	2	2	0	1	2	0	1	3	0	0	0	0	0	0	0	0
643965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724312	4	1	1	1	0	0	8	0	2	0	0	0	0	0	0	0	0
107985729	1	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0
64856	394	352	542	275	289	395	482	267	233	2	0	7	6	13	7	7	4
219293	39	36	54	41	31	40	18	25	30	0	0	11	4	1	1	2	1
83858	1064	833	1216	566	602	1008	343	428	474	7	6	158	48	17	9	14	23
55210	1467	1217	1647	925	905	1448	807	841	963	8	6	229	109	40	14	29	30
339453	53	44	60	8	12	10	53	46	30	0	0	0	0	0	0	0	0
29101	7585	6682	8733	6589	6704	8029	5462	7512	8442	215	621	1720	895	2754	1825	1134	1987
643988	466	521	622	663	597	929	325	513	542	2	4	106	57	13	16	22	23
105378586	30	23	44	41	46	73	22	31	44	1	2	10	3	2	8	3	3
142678	2061	1653	2623	829	795	1380	2079	2133	2895	25	27	254	117	120	96	52	58
8510	6	6	12	3	5	16	2	10	6	0	1	3	1	2	2	0	1
984	827	565	825	342	304	524	339	633	664	13	82	123	50	511	383	66	196
728661	6916	5952	7752	2717	2684	3816	7853	7765	9750	52	19	612	320	137	96	71	74
8511	1	1	0	0	1	9	0	0	0	0	0	2	0	0	0	0	0
728642	697	445	739	232	247	434	306	432	489	14	129	117	68	682	485	63	189
9906	4481	3671	4874	1560	1439	2144	4909	5040	6610	33	13	345	165	95	71	39	53
112268218	251	251	315	231	298	408	408	402	508	9	7	70	38	54	22	16	19
65220	4213	4213	4914	4355	4910	6859	6002	6529	7450	203	117	1453	646	594	384	304	283
2782	25498	23348	28732	16585	15822	21269	18391	19875	26692	347	333	2933	1559	1892	1301	1133	1388
105378949	13	18	29	20	23	21	60	49	53	0	0	2	4	4	2	1	2
163688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339456	3	6	4	1	0	1	0	5	8	0	0	0	0	0	2	0	0
85452	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378589	2	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0
2563	1	1	4	0	0	1	0	18	8	0	0	0	0	0	0	0	0
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5590	1049	859	1281	355	318	557	669	811	988	7	7	53	29	47	18	23	22
100506504	56	73	106	21	19	27	171	90	86	0	0	7	2	0	2	0	0
199990	980	859	1322	677	623	1172	935	1025	1228	6	42	129	57	273	221	72	208
112268219	67	51	66	50	43	67	109	100	143	1	0	21	17	10	6	10	13
105378593	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6497	389	306	372	346	257	367	346	444	306	21	96	163	128	1075	490	97	336
79906	137	109	172	55	66	109	149	297	265	0	0	6	1	1	2	0	0
100129534	18	19	32	9	3	12	2	37	122	0	0	1	1	0	0	0	0
11079	7635	6711	8116	6914	7262	8529	6512	8746	11074	128	245	1264	656	1386	916	619	1017
5192	1271	1105	1491	818	788	1133	1140	1530	2212	5	4	139	71	31	26	27	43
9651	59	111	115	26	22	48	105	51	90	0	0	4	3	2	1	0	1
55229	1967	1747	2374	1227	1109	1875	1370	1475	2027	53	38	372	189	124	93	102	100
388585	21	11	26	5	1	1	9	7	4	0	0	0	0	0	0	0	0
115110	260	240	317	314	369	597	232	318	351	3	2	26	6	9	6	5	10
8764	2327	2204	2794	2739	3262	4812	2009	2741	3028	10	10	224	76	72	60	58	69
100996583	3	0	0	0	1	0	0	7	2	0	0	3	0	0	0	0	0
127281	1250	1112	1360	1874	1674	2400	2046	2527	3117	3	0	94	48	18	4	10	20
79258	150	150	183	210	196	331	218	335	381	0	0	13	7	4	0	1	2
105378597	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
100287898	4	5	16	0	5	0	0	12	9	0	0	0	0	0	0	0	2
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	2	2	7	1	0	0	22	8	2	0	0	0	0	0	0	0	0
63976	102	68	174	68	29	11	2	99	146	0	0	0	0	0	0	0	0
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105378605	11	5	10	1	5	0	0	0	0	0	0	0	0	0	0	0	0
105378604	14	20	26	13	27	16	0	8	13	0	0	0	0	0	0	1	0
27237	101	72	135	40	42	79	28	54	71	0	1	28	13	5	0	3	2
1953	7	16	11	2	2	7	99	55	61	0	0	0	0	0	1	0	0
105378608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
127262	1883	1882	2098	2632	2142	2588	2327	2721	3102	55	51	431	248	344	165	112	219
49856	1394	1080	1568	646	791	972	880	1198	1098	32	78	324	145	254	207	108	150
7161	49	52	63	82	76	139	7	51	65	1	0	3	6	0	0	0	0
105378610	2	5	2	10	4	7	0	4	0	0	0	0	0	0	0	0	0
105378609	0	0	3	3	0	1	0	0	0	0	1	0	0	0	0	1	0
57212	1610	1218	1865	742	796	1109	1067	1883	1945	13	2	244	106	17	7	30	14
148870	0	3	3	1	6	4	0	33	39	0	0	0	1	0	1	0	0
388588	17	9	23	13	7	28	11	13	16	1	5	6	0	31	30	1	8
57470	3563	3134	4039	2335	2313	3152	3416	4144	5797	50	39	528	235	248	149	166	195
9731	1673	1564	2078	1197	1257	1718	956	2249	2550	26	30	364	189	123	71	98	99
1677	579	398	535	297	325	424	437	508	780	12	11	99	75	40	30	35	30
107984910	18	8	12	9	21	0	2	3	0	0	0	2	0	0	0	0	0
339448	1566	1284	1538	1357	1494	1742	1228	1553	1798	29	51	293	203	355	221	268	406
100133612	13	16	21	15	15	13	4	6	24	1	3	16	3	6	13	3	10
728716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55966	28	17	38	0	2	2	17	5	8	0	0	2	0	0	0	2	0
105376680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
105376686	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261734	397	256	368	201	215	256	276	308	437	6	0	22	10	5	7	2	2
8514	3849	3579	4110	4508	3884	5688	1873	2601	2703	86	36	953	452	361	249	95	215
26038	11	12	13	21	1	0	0	5	8	0	0	0	0	0	0	0	1
105376687	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
6146	3084	2429	3223	2683	2336	3053	4041	4612	5709	11	42	199	103	338	309	166	610
107985733	13	8	14	11	15	19	36	9	3	0	0	2	1	0	0	0	2
102724450	2	2	1	4	2	5	0	0	5	0	0	2	0	0	0	0	0
388591	57	33	41	23	19	27	21	61	35	0	0	26	7	2	1	1	2
23463	2913	2818	3177	2640	2669	2893	1367	2092	2344	32	13	526	345	97	65	157	130
148645	7	0	3	1	2	4	36	14	2	0	0	0	0	0	0	0	4
390992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387509	1340	1374	1888	533	526	754	536	706	890	13	3	36	45	99	75	46	58
11332	1428	1561	1836	1042	1026	1343	667	800	966	6	18	54	41	167	223	57	169
54626	3	6	1	22	18	10	3	8	35	0	0	0	0	0	0	0	0
83715	29	19	23	4	3	17	0	15	13	0	0	0	0	0	1	1	0
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	150	111	148	13	28	38	0	38	37	0	0	0	0	0	1	1	1
57449	607	505	565	160	182	315	222	242	194	0	0	0	0	0	0	0	0
79707	1437	1488	1697	840	852	1211	1395	1671	2336	20	14	244	136	41	32	49	42
80835	1	1	1	0	0	0	7	2	0	0	0	0	0	0	0	0	0
107984912	0	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1
3104	988	757	1025	559	653	1100	753	1137	1086	16	12	231	99	102	64	71	70
9903	1806	1813	2310	2139	2479	3370	5424	6158	6715	80	32	623	412	169	138	98	97
107984913	26	26	54	16	4	12	44	26	34	0	2	3	4	2	5	1	2
148479	1221	1111	1612	937	643	1068	1023	1184	1446	29	14	194	141	85	43	54	55
90326	1537	1317	1889	859	1031	1338	1381	1698	2241	24	37	222	100	126	65	72	98
55735	3153	2589	3582	1993	2083	2814	1890	2352	3082	21	6	356	183	46	22	62	38
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	14	13	34	8	12	10	16	50	70	0	0	2	0	1	3	1	3
23261	3410	3176	3927	2221	2044	2669	3057	3774	4296	12	93	169	91	573	405	139	385
105376692	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	73	50	77	6	0	6	18	36	79	0	0	0	0	0	0	0	0
9341	5075	4750	5396	5681	5723	6236	4127	6426	6003	97	98	454	246	501	382	286	335
8863	616	570	803	598	873	946	883	1097	1282	0	1	28	9	2	2	1	4
10911	6	0	6	5	4	2	0	1	7	1	0	0	1	28	1	1	12
3604	123	128	136	130	158	197	15	124	144	2	6	150	80	14	13	32	26
11315	13119	11885	13606	10204	10770	12482	7912	9817	12044	139	528	1496	766	2231	1733	1043	2435
54206	2065	1945	2857	1166	1077	1499	1120	2439	2737	40	19	329	324	232	139	263	324
107984915	9	6	11	2	9	11	1	4	6	0	0	0	0	0	0	0	0
102724539	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50651	158	131	163	34	67	95	52	139	137	0	2	19	13	3	4	4	3
473	1880	1398	1805	726	530	920	1393	2195	1951	22	33	164	107	325	225	78	135
102724552	5	6	5	0	1	0	0	1	0	2	2	5	2	14	15	2	4
106632271	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0
2023	49123	42314	51438	52190	49859	61667	25365	28598	32908	750	1441	10181	6050	6883	4491	6050	9615
102465436	1	0	0	1	2	0	0	1	0	1	0	0	0	2	1	1	1
100505975	12	20	11	11	22	16	51	58	48	1	4	6	1	6	5	5	3
112268261	5	3	4	8	9	6	2	5	9	0	0	0	0	8	4	2	1
765	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
155184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6518	721	598	905	139	181	237	14	22	23	1	0	4	1	0	0	0	0
80045	98	101	142	223	209	273	589	606	653	6	1	36	21	18	10	7	8
106614088	148	127	230	56	59	160	61	209	88	0	0	14	7	0	0	0	1
407040	1	0	2	2	1	1	3	2	0	0	0	0	0	0	0	0	0
102724571	91	59	71	62	91	119	70	53	82	1	0	2	3	1	0	0	5
9563	3025	2638	3336	2844	2839	4327	4204	4705	5130	174	80	1267	671	571	276	194	261
80176	1945	2203	2507	1943	1909	2506	1240	1664	2109	16	9	142	78	166	108	61	96
100506022	78	80	74	44	45	81	62	65	124	1	1	2	3	5	3	3	2
84275	1423	1300	1586	1086	1055	1321	1221	1249	1252	17	43	137	100	220	159	92	178
199953	877	752	1005	516	491	696	816	817	849	1	0	76	37	13	2	2	5
107985734	23	24	20	11	15	22	10	27	32	1	0	2	1	2	0	0	0
105376712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5293	4768	4387	5841	4921	4860	6433	4824	5125	6846	380	81	3185	1467	531	310	239	288
644997	18	27	52	42	23	30	12	36	46	4	0	27	20	12	11	3	13
101929074	13	14	20	12	18	34	19	35	25	0	0	4	1	3	2	0	4
22883	6245	5442	6772	4323	3461	4706	5643	7323	7891	14	6	452	272	42	39	30	42
56998	1153	1058	1263	934	788	1027	1097	1277	1729	16	7	88	28	43	47	12	34
105376717	53	45	43	28	47	57	37	63	63	1	0	3	2	1	4	1	2
84328	2614	2696	3185	1700	1741	2229	1995	2442	2817	32	74	320	203	441	232	152	293
64802	1240	953	1091	936	888	1140	892	926	966	22	42	139	66	140	111	64	82
113391335	0	2	1	0	1	2	0	3	1	1	0	0	0	1	0	1	0
100847055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116362	272	273	304	420	489	692	331	406	431	69	227	199	113	1504	1202	119	490
10277	3159	2939	3741	2435	2470	3545	2695	4091	4902	27	10	311	221	94	62	41	72
23095	9058	7223	10276	3896	4038	5824	4449	10019	10962	86	39	529	372	233	174	94	121
105376725	13	6	28	3	2	10	0	44	18	3	0	4	1	4	2	0	0
5226	18006	17245	18675	25936	25498	31673	21267	27282	31615	1536	1891	9801	5699	7836	5742	6645	7919
100526739	180	142	202	91	111	118	116	176	225	1	3	9	3	17	9	7	22
378708	205	157	226	123	148	155	155	234	279	1	3	8	4	13	9	7	25
1325	25	21	27	7	10	11	4	17	30	0	1	2	0	11	6	1	5
1676	2342	1947	2730	1711	1835	2525	2149	2675	3140	33	46	369	188	148	123	137	164
5195	528	448	721	608	466	770	451	725	662	12	10	144	49	100	54	13	36
54897	38	42	57	16	23	43	77	75	23	1	1	1	7	12	8	1	0
105376733	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
105376735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148345	110	105	147	103	168	175	37	14	18	0	0	7	3	3	1	2	0
23435	8820	8668	9869	5778	5678	7679	2765	6179	7251	133	99	1233	843	414	283	436	496
10747	27	23	27	2	18	14	2	38	20	3	1	6	11	2	1	0	3
6723	3597	3423	4008	2704	2444	3713	2577	2785	2954	6	18	378	221	88	73	119	157
5394	4874	3654	4833	2589	2677	3431	2240	4129	5071	50	40	663	333	150	102	158	163
105376736	145	100	135	84	88	117	72	127	145	1	1	17	7	6	8	6	10
2475	3447	2794	3329	1934	1726	2858	1360	1686	2105	39	15	577	285	42	52	41	57
100873935	48	43	41	21	24	44	31	17	22	1	0	12	3	0	0	1	0
10218	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	2
29914	1915	1630	2281	1077	1290	1343	1663	2198	3162	36	33	264	175	179	131	115	132
105376737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	5	0	2	6	0	0	0	0	0	0	0	0
57540	683	430	844	119	135	215	223	555	754	0	0	0	0	0	0	0	0
112268221	78	36	79	6	17	33	38	46	110	0	0	0	0	0	0	0	0
101929181	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
26232	3	1	7	10	7	15	26	39	22	14	55	57	38	208	162	35	93
93611	360	287	455	208	211	253	558	595	629	9	6	34	23	46	30	10	19
26270	357	304	392	341	484	631	668	594	644	9	24	83	59	117	63	39	66
10459	3181	2598	3791	1110	1150	1535	3123	4167	5061	16	58	101	61	232	170	80	160
374946	2377	1922	2698	420	394	776	1449	1919	2137	0	0	0	1	0	2	0	4
57085	1350	1370	1753	2425	2669	3451	4493	5479	5563	90	242	855	525	881	701	527	848
284498	147	161	196	132	124	236	62	157	167	2	1	19	13	3	1	2	2
102724659	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4524	960	826	1051	819	709	1200	376	932	933	11	3	127	57	35	25	18	24
1185	2219	1821	2545	974	846	1324	2649	3100	3944	14	12	155	62	43	36	12	47
100379251	243	204	274	86	88	129	252	362	438	1	1	18	9	2	3	2	2
4878	85	54	89	16	14	10	113	113	153	0	0	1	1	0	1	0	0
4879	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
26829	2	0	3	2	0	1	4	8	19	0	0	0	1	3	4	0	2
90231	4163	4359	5562	4873	5041	7176	4817	5577	6494	206	190	1640	950	1197	678	660	621
5351	6817	6248	8254	7697	7650	10831	5181	5404	6229	83	45	1137	532	396	238	240	216
9927	7698	7357	8574	6400	6360	8146	3694	6082	8455	142	47	1218	675	359	217	188	219
60672	1411	1157	1718	897	881	1533	1089	981	1188	23	56	287	86	288	157	112	136
102466982	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
943	124	185	218	94	94	172	111	138	154	19	6	81	27	58	24	15	13
102465836	51	61	87	41	49	80	76	58	78	1	0	13	7	5	2	0	1
7133	14078	13490	16395	9857	11126	15172	13918	15404	18289	202	121	2476	1199	774	501	330	333
100616438	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
107984917	8	2	7	4	7	8	16	9	10	2	0	1	3	3	1	2	0
55187	1884	1664	2366	1203	993	1998	1010	1936	1736	23	9	320	196	53	51	33	55
677885	1	4	5	0	2	7	15	5	8	1	2	1	2	7	2	2	0
105376744	4	3	11	2	3	2	0	1	17	0	0	0	1	0	1	0	0
9249	4274	4438	5540	3694	4185	4689	4719	4875	5608	77	267	981	609	1380	1041	741	1124
102466722	3	1	1	0	1	2	0	1	2	0	0	1	0	0	0	0	0
343066	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0
126767	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
390999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343069	23	14	23	22	24	25	15	15	28	0	0	1	0	2	1	0	0
65122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
101929983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649330	1	0	0	2	0	1	0	1	2	0	0	1	0	0	0	0	0
441873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440563	6	6	11	12	12	10	8	5	15	0	0	0	0	1	0	0	0
645354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101060301	2	1	1	2	2	2	3	2	7	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
391002	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
126755	0	0	9	3	0	5	0	0	0	0	0	0	0	0	0	0	0
102724856	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10630	901	868	1081	245	242	369	593	369	492	0	0	3	2	2	0	1	1
107984919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
